Uri,Creation Date,Submission Date,Deviceid,Meta Instance Id,Statecat,Habdistrict,Habblock,Habpanchayat,Habrvillage,Habitation,Site Name,Landuse,Oth Desc,Area,Protect Status,Protect By,Protect Oth,Plot No,Plot Lat,Plot Long,Plot Alt,Plot Acc,Steepness,Plot Direction,Soil Ero,Livstk Use,Insects Pest,Charcoal,Organic Matter,Crown Cover,Species Available,Habit,Scientific Name,Oth Value,Gbh Girth,Height,Fodder Species,Fodder Diversity,Green Weight,DBH
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Sala Shorea robusta,,16.0,7.0,,No,,5.092958178940651
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,SaplingSeedling,Mahula Madhuca indica,,2.0,2.5,,No,,0.6366197723675814
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Sala Shorea robusta,,21.0,9.0,,No,,6.684507609859605
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Sala Shorea robusta,,16.0,7.0,,No,,5.092958178940651
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Mai Lannea coromandelica,,72.0,9.0,,No,,22.91831180523293
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Mai Lannea coromandelica,,56.0,8.0,,No,,17.82535362629228
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Mai Lannea coromandelica,,88.0,7.0,,No,,28.01126998417358
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Mai Lannea coromandelica,,41.0,9.0,,No,,13.050705333535419
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Bara Ficus benghalensis,,192.0,8.0,,No,,61.11549814728781
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Chakunda Cassia florid,,122.0,14.0,,No,,38.833806114422465
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Bheru Chloroxylon swietenia,,38.0,13.0,,No,,12.095775674984045
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Bheru Chloroxylon swietenia,,42.0,15.0,,No,,13.36901521971921
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Bheru Chloroxylon swietenia,,36.0,17.0,,No,,11.459155902616464
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Bheru Chloroxylon swietenia,,47.0,11.0,,No,,14.960564650638162
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Kendu Diospyros melanoxylon,,72.0,9.0,,No,,22.91831180523293
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Kendu Diospyros melanoxylon,,16.0,8.0,,No,,5.092958178940651
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Kendu Diospyros melanoxylon,,18.0,8.0,,No,,5.729577951308232
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Chara_Buchanania_lanzan,,38.0,9.0,,No,,12.095775674984045
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Chara_Buchanania_lanzan,,26.0,10.0,,No,,8.276057040778557
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Bahada Terminalia bellirica,,16.0,6.0,,No,,5.092958178940651
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,SaplingSeedling,Mahula Madhuca indica,,2.5,2.0,,No,,0.7957747154594768
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Stump,Sala Shorea robusta,,112.0,1.0,,No,,35.65070725258456
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Stump,Sala Shorea robusta,,16.0,1.0,,No,,5.092958178940651
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,SaplingSeedling,Kendu Diospyros melanoxylon,,2.5,2.0,,No,,0.7957747154594768
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,SaplingSeedling,Kendu Diospyros melanoxylon,,3.0,1.5,,No,,0.954929658551372
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,SaplingSeedling,Chara_Buchanania_lanzan,,2.0,2.5,,No,,0.6366197723675814
uuid:bdffdb7d-f774-4561-b207-7590396aabae,2023-04-05,2023-04-05,collect:drmgg448ai6r2hmJ,uuid:bdffdb7d-f774-4561-b207-7590396aabae,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya ¿¿¿¿¿,Forest,,5.0,Protected,TGCS,,8,21.1557521,85.3658567,83.1998901367,4.706,3,Northwest,No,Yes,No,No,No,66-70,Yes,Tree,Sala Shorea robusta,,19.0,8.0,,No,,6.047887837492023
uuid:ea00e174-4977-4636-971e-d0407cf7d22d,2023-04-05,2023-04-05,collect:HiCVz5dbIh0GNjmt,uuid:ea00e174-4977-4636-971e-d0407cf7d22d,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya jungle,Forest,,5.0,Protected,TGCS,,6,21.1581867,85.36696,73.8,3.9,3,Southeast,No,Yes,No,Yes,No,76-80,Yes,SaplingSeedling,Mahula Madhuca indica,,2.0,0.15,,No,,0.6366197723675814
uuid:ea00e174-4977-4636-971e-d0407cf7d22d,2023-04-05,2023-04-05,collect:HiCVz5dbIh0GNjmt,uuid:ea00e174-4977-4636-971e-d0407cf7d22d,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya jungle,Forest,,5.0,Protected,TGCS,,6,21.1581867,85.36696,73.8,3.9,3,Southeast,No,Yes,No,Yes,No,76-80,Yes,SaplingSeedling,Mahula Madhuca indica,,2.5,2.0,,No,,0.7957747154594768
uuid:ea00e174-4977-4636-971e-d0407cf7d22d,2023-04-05,2023-04-05,collect:HiCVz5dbIh0GNjmt,uuid:ea00e174-4977-4636-971e-d0407cf7d22d,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya jungle,Forest,,5.0,Protected,TGCS,,6,21.1581867,85.36696,73.8,3.9,3,Southeast,No,Yes,No,Yes,No,76-80,Yes,Stump,Sala Shorea robusta,,17.0,1.0,,No,,5.411268065124442
uuid:ea00e174-4977-4636-971e-d0407cf7d22d,2023-04-05,2023-04-05,collect:HiCVz5dbIh0GNjmt,uuid:ea00e174-4977-4636-971e-d0407cf7d22d,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya jungle,Forest,,5.0,Protected,TGCS,,6,21.1581867,85.36696,73.8,3.9,3,Southeast,No,Yes,No,Yes,No,76-80,Yes,Stump,Asana Terminalia alata,,56.0,0.8,,No,,17.82535362629228
uuid:ea00e174-4977-4636-971e-d0407cf7d22d,2023-04-05,2023-04-05,collect:HiCVz5dbIh0GNjmt,uuid:ea00e174-4977-4636-971e-d0407cf7d22d,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya jungle,Forest,,5.0,Protected,TGCS,,6,21.1581867,85.36696,73.8,3.9,3,Southeast,No,Yes,No,Yes,No,76-80,Yes,Tree,Sala Shorea robusta,,288.0,11.0,,No,,91.67324722093171
uuid:ea00e174-4977-4636-971e-d0407cf7d22d,2023-04-05,2023-04-05,collect:HiCVz5dbIh0GNjmt,uuid:ea00e174-4977-4636-971e-d0407cf7d22d,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya jungle,Forest,,5.0,Protected,TGCS,,6,21.1581867,85.36696,73.8,3.9,3,Southeast,No,Yes,No,Yes,No,76-80,Yes,Tree,Sala Shorea robusta,,108.0,11.0,,No,,34.37746770784939
uuid:ea00e174-4977-4636-971e-d0407cf7d22d,2023-04-05,2023-04-05,collect:HiCVz5dbIh0GNjmt,uuid:ea00e174-4977-4636-971e-d0407cf7d22d,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya jungle,Forest,,5.0,Protected,TGCS,,6,21.1581867,85.36696,73.8,3.9,3,Southeast,No,Yes,No,Yes,No,76-80,Yes,Tree,Sala Shorea robusta,,112.0,11.0,,No,,35.65070725258456
uuid:ea00e174-4977-4636-971e-d0407cf7d22d,2023-04-05,2023-04-05,collect:HiCVz5dbIh0GNjmt,uuid:ea00e174-4977-4636-971e-d0407cf7d22d,ODISHA,DHENKANAL,KANKADAHAD,PANGATIRA,RAIJHARANA,RAIJHARANA,Raijharan gramya jungle,Forest,,5.0,Protected,TGCS,,6,21.1581867,85.36696,73.8,3.9,3,Southeast,No,Yes,No,Yes,No,76-80,Yes,Tree,Sala Shorea robusta,,127.0,9.0,,No,,40.42535554534142
